Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,SEO Title,SEO Description,Status,Product Metafield: reviews.rating [rating],Product Metafield: reviews.rating_count [number_integer],Product Metafield: custom.sold_count [number_integer]
retro-pumpkin-desk-lamp,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/retro-pumpkin-desk-lamp-2.jpg,2,Retro Pumpkin & Bat Stained-Glass Desk Lamp,,,,,,,
retro-pumpkin-desk-lamp,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/retro-pumpkin-desk-lamp-3.jpg,3,Retro Pumpkin & Bat Stained-Glass Desk Lamp,,,,,,,
retro-pumpkin-desk-lamp,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/retro-pumpkin-desk-lamp-4.jpg,4,Retro Pumpkin & Bat Stained-Glass Desk Lamp,,,,,,,
retro-pumpkin-desk-lamp,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/retro-pumpkin-desk-lamp-5.jpg,5,Retro Pumpkin & Bat Stained-Glass Desk Lamp,,,,,,,
retro-pumpkin-desk-lamp,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/retro-pumpkin-desk-lamp-6.jpg,6,Retro Pumpkin & Bat Stained-Glass Desk Lamp,,,,,,,
retro-pumpkin-desk-lamp,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/retro-pumpkin-desk-lamp-7.jpg,7,Retro Pumpkin & Bat Stained-Glass Desk Lamp,,,,,,,
retro-pumpkin-desk-lamp,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/retro-pumpkin-desk-lamp-8.jpg,8,Retro Pumpkin & Bat Stained-Glass Desk Lamp,,,,,,,
pumpkin-night-light-mini,Mini Pumpkin Bedside Night Light,"<p>Soft silicone pumpkin with three brightness levels, rechargeable and touch controlled. Safe for a nursery.</p><ul><li>Soft silicone pumpkin - squeezable and safe for a nursery</li><li>Three brightness levels, touch controlled</li><li>Rechargeable, so it can be carried around the house</li></ul>",,Lights & Candles,"Lights & Candles, unavailable-at-supplier",FALSE,Title,Default Title,,,,,pumpkin-night-light-mini,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/pumpkin-night-light-mini.jpg,1,Mini Pumpkin Bedside Night Light,,Mini Pumpkin Bedside Night Light | Free US Shipping Before Halloween,"Soft silicone pumpkin with three brightness levels, rechargeable and touch controlled. Safe for a nursery.",draft,,,
ghost-campfire-nightlight,Ghost Campfire Plug-In Night Light,"<p>Two little ghosts toasting marshmallows over a flickering 3D flame. Plugs straight into the wall.</p><ul><li>Two ghosts toasting marshmallows over a 3D flickering flame</li><li>Plugs straight into the wall - no batteries</li><li>Hand-painted resin, works through Christmas too</li></ul>",,Lights & Candles,Lights & Candles,TRUE,Style,Style 1 - Ghosts by the Fire,,,,,ghost-campfire-nightlight-STYLE1GHOSTSBYTHEFIRE,shopify,25,deny,manual,12.99,25.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight.jpg,1,Ghost Campfire Plug-In Night Light,,Ghost Campfire Plug-In Night Light | Free US Shipping Before Halloween,Two little ghosts toasting marshmallows over a flickering 3D flame. Plugs straight into the wall.,active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.1""}",18,
ghost-campfire-nightlight,,,,,,,Style,Style 6 - Witch and Cauldron,,,,,ghost-campfire-nightlight-STYLE6WITCHANDCAULDRON,shopify,25,deny,manual,12.99,25.99,TRUE,TRUE,,,,,,,,,,
ghost-campfire-nightlight,,,,,,,Style,Style 9 - Ghosts Toasting Marshmallows,,,,,ghost-campfire-nightlight-STYLE9GHOSTSTOASTINGMARSHMALLOWS,shopify,25,deny,manual,12.99,25.99,TRUE,TRUE,,,,,,,,,,
ghost-campfire-nightlight,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight-2.jpg,2,Ghost Campfire Plug-In Night Light,,,,,,,
ghost-campfire-nightlight,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight-3.jpg,3,Ghost Campfire Plug-In Night Light,,,,,,,
ghost-campfire-nightlight,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight-4.jpg,4,Ghost Campfire Plug-In Night Light,,,,,,,
ghost-campfire-nightlight,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight-5.jpg,5,Ghost Campfire Plug-In Night Light,,,,,,,
ghost-campfire-nightlight,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight-6.jpg,6,Ghost Campfire Plug-In Night Light,,,,,,,
ghost-campfire-nightlight,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight-7.jpg,7,Ghost Campfire Plug-In Night Light,,,,,,,
ghost-campfire-nightlight,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-campfire-nightlight-8.jpg,8,Ghost Campfire Plug-In Night Light,,,,,,,
hanging-ghosts-3pack,"Pre-Assembled Hanging Ghosts, 3 Pack","<p>Three full-size ghosts that come out of the box ready to hang. No assembly, no frame to build - straight onto a tree or a porch.</p><ul><li>Three full-size ghosts, pre-assembled out of the box</li><li>No frame to build - straight onto a tree or a porch</li><li>Larger than the usual pack, so they read from the street</li></ul>",,Yard & Outdoor,Yard & Outdoor,TRUE,Title,Default Title,,,,,hanging-ghosts-3pack,shopify,25,deny,manual,23.99,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/hanging-ghosts-3pack.jpg,1,"Pre-Assembled Hanging Ghosts, 3 Pack",,"Pre-Assembled Hanging Ghosts, 3 Pack | Free US Shipping Before Hallowe","Three full-size ghosts that come out of the box ready to hang. No assembly, no frame to build - straight onto a tree or a porch.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""5.0""}",11,798
hanging-ghosts-3pack,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/hanging-ghosts-3pack-2.jpg,2,"Pre-Assembled Hanging Ghosts, 3 Pack",,,,,,,
hanging-ghosts-3pack,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/hanging-ghosts-3pack-3.jpg,3,"Pre-Assembled Hanging Ghosts, 3 Pack",,,,,,,
hanging-ghosts-3pack,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/hanging-ghosts-3pack-4.jpg,4,"Pre-Assembled Hanging Ghosts, 3 Pack",,,,,,,
hanging-ghosts-3pack,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/hanging-ghosts-3pack-5.jpg,5,"Pre-Assembled Hanging Ghosts, 3 Pack",,,,,,,
hanging-ghosts-3pack,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/hanging-ghosts-3pack-6.jpg,6,"Pre-Assembled Hanging Ghosts, 3 Pack",,,,,,,
hanging-ghosts-3pack,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/hanging-ghosts-3pack-7.jpg,7,"Pre-Assembled Hanging Ghosts, 3 Pack",,,,,,,
ghost-swing-5ft-remote,5ft Hanging Ghost Swing with Remote Lights,"<p>Five feet of ghost with built-in string lights on a remote. Big enough to read from the street, which is the whole point.</p><ul><li>Five feet of ghost - big enough to see from the road</li><li>Built-in string lights on a remote control</li><li>For a tree, porch, yard or garden</li></ul>",,Yard & Outdoor,Yard & Outdoor,TRUE,Title,Default Title,,,,,ghost-swing-5ft-remote,shopify,25,deny,manual,35.99,85.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote.jpg,1,5ft Hanging Ghost Swing with Remote Lights,,5ft Hanging Ghost Swing with Remote Lights | Free US Shipping Before H,"Five feet of ghost with built-in string lights on a remote. Big enough to read from the street, which is the whole point.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.5""}",215,
ghost-swing-5ft-remote,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote-2.jpg,2,5ft Hanging Ghost Swing with Remote Lights,,,,,,,
ghost-swing-5ft-remote,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote-3.jpg,3,5ft Hanging Ghost Swing with Remote Lights,,,,,,,
ghost-swing-5ft-remote,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote-4.jpg,4,5ft Hanging Ghost Swing with Remote Lights,,,,,,,
ghost-swing-5ft-remote,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote-5.jpg,5,5ft Hanging Ghost Swing with Remote Lights,,,,,,,
ghost-swing-5ft-remote,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote-6.jpg,6,5ft Hanging Ghost Swing with Remote Lights,,,,,,,
ghost-swing-5ft-remote,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote-7.jpg,7,5ft Hanging Ghost Swing with Remote Lights,,,,,,,
ghost-swing-5ft-remote,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/ghost-swing-5ft-remote-8.jpg,8,5ft Hanging Ghost Swing with Remote Lights,,,,,,,
spider-web-kit-lights,Spider Web Kit with 32ft String Lights,"<p>300 square feet of stretch cobweb, black creepy cloth, fake spiders and bats, plus 32ft of lights. Covers a whole porch in one go.</p><ul><li>300 square feet of stretch cobweb plus black creepy cloth</li><li>32ft of string lights, fake spiders and bats included</li><li>Covers a whole porch or doorway in one go</li></ul>",,Yard & Outdoor,"Yard & Outdoor, unavailable-at-supplier",FALSE,Title,Default Title,,,,,spider-web-kit-lights,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/spider-web-kit-lights.jpg,1,Spider Web Kit with 32ft String Lights,,Spider Web Kit with 32ft String Lights | Free US Shipping Before Hallo,"300 square feet of stretch cobweb, black creepy cloth, fake spiders and bats, plus 32ft of lights. Covers a whole porch in one go.",draft,,,
glow-cobwebs-spiders,Glow Stretch Cobwebs with Spiders & Bats,"<p>Fluorescent webbing in white, green, orange and purple that lifts under any blacklight. Indoor or outdoor.</p><ul><li>Fluorescent webbing in white, green, orange and purple</li><li>Lifts under any blacklight</li><li>Fake spiders and bats included, indoor or outdoor</li></ul>",,Yard & Outdoor,"Yard & Outdoor, unavailable-at-supplier",FALSE,Title,Default Title,,,,,glow-cobwebs-spiders,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/glow-cobwebs-spiders.jpg,1,Glow Stretch Cobwebs with Spiders & Bats,,Glow Stretch Cobwebs with Spiders & Bats | Free US Shipping Before Hal,"Fluorescent webbing in white, green, orange and purple that lifts under any blacklight. Indoor or outdoor.",draft,,,
cauldron-fog-potion,Glow Cauldron with Fog Diffuser & Potion Bottles,"<p>A cauldron that actually smokes. Glow-in-the-dark plastic, reusable floating bottles and a dense fog diffuser in the box.</p><ul><li>A cauldron that actually smokes, using the fog diffuser inside</li><li>Glow-in-the-dark plastic</li><li>Reusable floating potion bottles and stickers in the box</li></ul>",,Yard & Outdoor,"Yard & Outdoor, needs-price",FALSE,Title,Default Title,,,,,cauldron-fog-potion,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion.jpg,1,Glow Cauldron with Fog Diffuser & Potion Bottles,,Glow Cauldron with Fog Diffuser & Potion Bottles | Free US Shipping Be,"A cauldron that actually smokes. Glow-in-the-dark plastic, reusable floating bottles and a dense fog diffuser in the box.",draft,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""3.9""}",130,
cauldron-fog-potion,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion-2.jpg,2,Glow Cauldron with Fog Diffuser & Potion Bottles,,,,,,,
cauldron-fog-potion,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion-3.jpg,3,Glow Cauldron with Fog Diffuser & Potion Bottles,,,,,,,
cauldron-fog-potion,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion-4.jpg,4,Glow Cauldron with Fog Diffuser & Potion Bottles,,,,,,,
cauldron-fog-potion,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion-5.jpg,5,Glow Cauldron with Fog Diffuser & Potion Bottles,,,,,,,
cauldron-fog-potion,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion-6.jpg,6,Glow Cauldron with Fog Diffuser & Potion Bottles,,,,,,,
cauldron-fog-potion,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion-7.jpg,7,Glow Cauldron with Fog Diffuser & Potion Bottles,,,,,,,
cauldron-fog-potion,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/cauldron-fog-potion-8.jpg,8,Glow Cauldron with Fog Diffuser & Potion Bottles,,,,,,,
tripod-cauldron-fog,Large Tripod Cauldron with Fog Maker,"<p>The big one, on a tripod, with a skeleton climbing out and a fog maker included. Built to sit on a patio or a porch step.</p><ul><li>The large one, standing on its own tripod</li><li>Fog maker included - it makes the mist itself</li><li>Built for a patio, porch step or driveway</li></ul>",,Yard & Outdoor,Yard & Outdoor,TRUE,Title,Default Title,,,,,tripod-cauldron-fog,shopify,25,deny,manual,31.99,71.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog.jpg,1,Large Tripod Cauldron with Fog Maker,,Large Tripod Cauldron with Fog Maker | Free US Shipping Before Hallowe,"The big one, on a tripod, with a skeleton climbing out and a fog maker included. Built to sit on a patio or a porch step.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.4""}",61,
tripod-cauldron-fog,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog-2.jpg,2,Large Tripod Cauldron with Fog Maker,,,,,,,
tripod-cauldron-fog,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog-3.jpg,3,Large Tripod Cauldron with Fog Maker,,,,,,,
tripod-cauldron-fog,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog-4.jpg,4,Large Tripod Cauldron with Fog Maker,,,,,,,
tripod-cauldron-fog,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog-5.jpg,5,Large Tripod Cauldron with Fog Maker,,,,,,,
tripod-cauldron-fog,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog-6.jpg,6,Large Tripod Cauldron with Fog Maker,,,,,,,
tripod-cauldron-fog,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog-7.jpg,7,Large Tripod Cauldron with Fog Maker,,,,,,,
tripod-cauldron-fog,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/tripod-cauldron-fog-8.jpg,8,Large Tripod Cauldron with Fog Maker,,,,,,,
laser-swamp-projector,Waterproof Laser Swamp Light Projector,"<p>Throws a shifting green laser field across a lawn, and turns into a swamp when it catches low fog. IP67, so it stays out in the rain.</p><ul><li>Throws a shifting green laser field right across a lawn</li><li>Turns into a swamp when it catches low-lying fog</li><li>IP67 waterproof and 360-degree adjustable, so it stays out</li></ul>",,Yard & Outdoor,"Yard & Outdoor, needs-price",FALSE,Title,Default Title,,,,,laser-swamp-projector,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector.jpg,1,Waterproof Laser Swamp Light Projector,,Waterproof Laser Swamp Light Projector | Free US Shipping Before Hallo,"Throws a shifting green laser field across a lawn, and turns into a swamp when it catches low fog. IP67, so it stays out in the rain.",draft,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.1""}",136,
laser-swamp-projector,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector-2.jpg,2,Waterproof Laser Swamp Light Projector,,,,,,,
laser-swamp-projector,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector-3.jpg,3,Waterproof Laser Swamp Light Projector,,,,,,,
laser-swamp-projector,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector-4.jpg,4,Waterproof Laser Swamp Light Projector,,,,,,,
laser-swamp-projector,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector-5.jpg,5,Waterproof Laser Swamp Light Projector,,,,,,,
laser-swamp-projector,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector-6.jpg,6,Waterproof Laser Swamp Light Projector,,,,,,,
laser-swamp-projector,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector-7.jpg,7,Waterproof Laser Swamp Light Projector,,,,,,,
laser-swamp-projector,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/laser-swamp-projector-8.jpg,8,Waterproof Laser Swamp Light Projector,,,,,,,
witch-broom-light-music,Light-Up Musical Witch Broom,"<p>Motion-activated broom that lights up and plays when someone walks past. Hangs on a door or leans in a corner.</p><ul><li>Motion activated - it lights up and plays as someone walks past</li><li>Hangs on a door or leans in a corner</li><li>Lights, music and motion in one piece</li></ul>",,Yard & Outdoor,Yard & Outdoor,TRUE,Title,Default Title,,,,,witch-broom-light-music,shopify,25,deny,manual,23.88,49.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music.jpg,1,Light-Up Musical Witch Broom,,Light-Up Musical Witch Broom | Free US Shipping Before Halloween,Motion-activated broom that lights up and plays when someone walks past. Hangs on a door or leans in a corner.,active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.1""}",59,
witch-broom-light-music,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music-2.jpg,2,Light-Up Musical Witch Broom,,,,,,,
witch-broom-light-music,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music-3.jpg,3,Light-Up Musical Witch Broom,,,,,,,
witch-broom-light-music,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music-4.jpg,4,Light-Up Musical Witch Broom,,,,,,,
witch-broom-light-music,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music-5.jpg,5,Light-Up Musical Witch Broom,,,,,,,
witch-broom-light-music,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music-6.jpg,6,Light-Up Musical Witch Broom,,,,,,,
witch-broom-light-music,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music-7.jpg,7,Light-Up Musical Witch Broom,,,,,,,
witch-broom-light-music,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/witch-broom-light-music-8.jpg,8,Light-Up Musical Witch Broom,,,,,,,
bat-wall-stickers-160,160-Piece 3D Bat Wall Stickers,<p>Seven sizes of removable PVC bats that peel off clean. The cheapest way to make a whole room look done.</p><ul><li>160 bats across seven sizes</li><li>Removable PVC that peels off without marking the wall</li><li>The cheapest way to make a whole room look finished</li></ul>,,Home & Decor,"Home & Decor, unavailable-at-supplier",FALSE,Title,Default Title,,,,,bat-wall-stickers-160,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-wall-stickers-160.jpg,1,160-Piece 3D Bat Wall Stickers,,160-Piece 3D Bat Wall Stickers | Free US Shipping Before Halloween,Seven sizes of removable PVC bats that peel off clean. The cheapest way to make a whole room look done.,draft,,,
led-bats-purple-36,36-Piece Purple LED 3D Bats,"<p>Five sizes, four shapes, lit from within in purple. Waterproof, so they work on an outside window as well as a wall.</p><ul><li>36 bats in five sizes and four shapes, lit from within</li><li>Purple LED glow</li><li>Waterproof, so they work on an outside window too</li></ul>",,Home & Decor,"Home & Decor, needs-price",FALSE,Title,Default Title,,,,,led-bats-purple-36,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-bats-purple-36.jpg,1,36-Piece Purple LED 3D Bats,,36-Piece Purple LED 3D Bats | Free US Shipping Before Halloween,"Five sizes, four shapes, lit from within in purple. Waterproof, so they work on an outside window as well as a wall.",draft,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""4.1""}",52,
led-bats-purple-36,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-bats-purple-36-2.jpg,2,36-Piece Purple LED 3D Bats,,,,,,,
led-bats-purple-36,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-bats-purple-36-3.jpg,3,36-Piece Purple LED 3D Bats,,,,,,,
led-bats-purple-36,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-bats-purple-36-4.jpg,4,36-Piece Purple LED 3D Bats,,,,,,,
led-bats-purple-36,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-bats-purple-36-5.jpg,5,36-Piece Purple LED 3D Bats,,,,,,,
led-bats-purple-36,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-bats-purple-36-6.jpg,6,36-Piece Purple LED 3D Bats,,,,,,,
led-bats-purple-36,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/led-bats-purple-36-7.jpg,7,36-Piece Purple LED 3D Bats,,,,,,,
bat-decals-lightup,Light-Up 3D Bat Wall Decals,"<p>Bendable bat, spider and butterfly shapes that stick bubble-free and light up. Battery powered, 12 or 24 to a set.</p><ul><li>Bendable bat, spider and butterfly shapes</li><li>Stick bubble-free on walls, windows and doors</li><li>Battery powered, 12 or 24 to a set</li></ul>",,Home & Decor,Home & Decor,TRUE,Title,Default Title,,,,,bat-decals-lightup,shopify,25,deny,manual,10.99,15.99,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup.jpg,1,Light-Up 3D Bat Wall Decals,,Light-Up 3D Bat Wall Decals | Free US Shipping Before Halloween,"Bendable bat, spider and butterfly shapes that stick bubble-free and light up. Battery powered, 12 or 24 to a set.",active,"{""scale_min"":""1.0"",""scale_max"":""5.0"",""value"":""3.9""}",669,
bat-decals-lightup,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup-2.jpg,2,Light-Up 3D Bat Wall Decals,,,,,,,
bat-decals-lightup,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup-3.jpg,3,Light-Up 3D Bat Wall Decals,,,,,,,
bat-decals-lightup,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup-4.jpg,4,Light-Up 3D Bat Wall Decals,,,,,,,
bat-decals-lightup,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup-5.jpg,5,Light-Up 3D Bat Wall Decals,,,,,,,
bat-decals-lightup,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup-6.jpg,6,Light-Up 3D Bat Wall Decals,,,,,,,
bat-decals-lightup,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup-7.jpg,7,Light-Up 3D Bat Wall Decals,,,,,,,
bat-decals-lightup,,,,,,,,,,,,,,,,,,,,,,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/bat-decals-lightup-8.jpg,8,Light-Up 3D Bat Wall Decals,,,,,,,
garage-door-bat-magnets,Glow Bat Garage Door Magnet Set,"<p>Magnetic bats that turn a plain garage door into the front of a haunted house, and glow once it gets dark. Peel off in seconds afterwards.</p><ul><li>Magnets, so the whole set peels off in seconds afterwards</li><li>Turns a plain garage door into the front of a haunted house</li><li>Glows once it gets dark</li></ul>",,Home & Decor,"Home & Decor, unavailable-at-supplier",FALSE,Title,Default Title,,,,,garage-door-bat-magnets,shopify,25,deny,manual,,,TRUE,TRUE,https://anirudhatalmale6-alt.github.io/halloween-store-demo/assets/products/garage-door-bat-magnets.jpg,1,Glow Bat Garage Door Magnet Set,,Glow Bat Garage Door Magnet Set | Free US Shipping Before Halloween,"Magnetic bats that turn a plain garage door into the front of a haunted house, and glow once it gets dark. Peel off in seconds afterwards.",draft,,,
